A,B
59278,1.98E-06
59279,1.98E-06
59280,1.98E-06
59281,1.98E-06
59283,1.98E-06
59284,1.98E-06
59285,1.98E-06
59286,1.98E-06
59287,1.98E-06
59288,1.98E-06
59293,1.98E-06
59294,1.98E-06
59295,1.98E-06
59296,1.98E-06
59297,1.98E-06
59298,1.98E-06
59299,1.98E-06
59300,1.98E-06
59303,1.98E-06
59308,1.98E-06
59309,1.98E-06
59310,1.98E-06
59311,1.98E-06
59312,1.98E-06
59313,1.98E-06
59315,1.98E-06
59316,1.98E-06
59317,1.98E-06
59318,1.98E-06
59320,1.98E-06
59321,1.98E-06
59322,1.98E-06
59323,1.98E-06
59324,1.98E-06
59326,1.98E-06
59327,1.98E-06
59329,1.98E-06
59330,1.98E-06
59331,1.98E-06
59332,1.98E-06
59333,1.98E-06
59336,1.98E-06
59347,1.98E-06
59370,1.98E-06
59371,1.98E-06
59372,1.98E-06
59373,1.98E-06
59374,1.98E-06
59375,1.98E-06
59376,1.98E-06
59377,1.98E-06
59378,1.98E-06
59379,1.98E-06
59381,1.98E-06
59382,1.98E-06
59383,1.98E-06
59385,1.98E-06
59387,1.98E-06
59389,1.98E-06
59390,1.98E-06
59397,1.98E-06
59398,1.98E-06
59399,1.98E-06
59400,1.98E-06
59401,1.98E-06
59402,1.98E-06
59403,1.98E-06
59413,1.98E-06
59414,1.98E-06
59418,1.98E-06
59422,1.98E-06
59425,1.98E-06
59427,1.98E-06
59428,1.98E-06
59431,1.98E-06
59434,1.98E-06
59435,1.98E-06
59436,1.98E-06
59437,1.98E-06
59438,1.98E-06
59441,1.98E-06
59442,1.98E-06
59445,1.98E-06
59446,1.98E-06
59448,1.98E-06
59451,1.98E-06
59453,1.98E-06
59456,1.98E-06
59458,1.98E-06
59462,1.98E-06
59463,1.98E-06
59466,1.98E-06
59468,1.98E-06
59469,1.98E-06
59470,1.98E-06
59473,1.98E-06
59474,1.98E-06
59476,1.98E-06
59477,1.98E-06
59486,1.98E-06
59487,1.98E-06
59496,1.98E-06
59498,1.98E-06
59499,1.98E-06
59500,1.98E-06
59501,1.98E-06
59503,1.98E-06
59506,1.98E-06
59510,1.98E-06
59511,1.98E-06
59512,1.98E-06
59513,1.98E-06
59514,1.98E-06
59515,1.98E-06
59518,1.98E-06
59523,1.98E-06
59524,1.98E-06
59527,1.98E-06
59528,1.98E-06
59530,1.98E-06
59532,1.98E-06
59533,1.98E-06
59537,1.98E-06
59538,1.98E-06
59539,1.98E-06
59550,1.98E-06
59551,1.98E-06
59553,1.98E-06
59554,1.98E-06
59555,1.98E-06
59562,1.98E-06
59563,1.98E-06
59565,1.98E-06
59569,1.98E-06
59579,1.98E-06
59587,1.98E-06
59591,1.98E-06
59592,1.98E-06
59594,1.98E-06
59599,1.98E-06
59608,1.98E-06
59611,1.98E-06
59612,1.98E-06
59626,1.98E-06
59630,1.98E-06
59631,1.98E-06
59632,1.98E-06
59633,1.98E-06
59642,1.98E-06
59645,1.98E-06
59649,1.98E-06
59653,1.98E-06
59660,1.98E-06
59661,1.98E-06
59663,1.98E-06
59665,1.98E-06
59673,1.98E-06
59674,1.98E-06
59677,1.98E-06
59678,1.98E-06
59682,1.98E-06
59686,1.98E-06
59687,1.98E-06
59688,1.98E-06
59689,1.98E-06
59691,1.98E-06
59692,1.98E-06
59700,1.98E-06
59703,1.98E-06
59704,1.98E-06
59706,1.98E-06
59707,1.98E-06
59708,1.98E-06
59709,1.98E-06
59710,1.98E-06
59714,1.98E-06
59715,1.98E-06
59716,1.98E-06
59717,1.98E-06
59718,1.98E-06
59719,1.98E-06
59720,1.98E-06
59722,1.98E-06
59723,1.98E-06
59724,1.98E-06
59726,1.98E-06
59731,1.98E-06
59736,1.98E-06
59737,1.98E-06
59738,1.98E-06
59745,1.98E-06
59749,1.98E-06
59756,1.98E-06
59757,1.98E-06
59759,1.98E-06
59772,1.98E-06
59773,1.98E-06
59774,1.98E-06
59776,1.98E-06
59777,1.98E-06
59778,1.98E-06
59779,1.98E-06
59781,1.98E-06
59782,1.98E-06
59783,1.98E-06
59790,1.98E-06
59791,1.98E-06
59792,1.98E-06
59794,1.98E-06
59795,1.98E-06
59797,1.98E-06
59798,1.98E-06
59799,1.98E-06
59800,1.98E-06
59805,1.98E-06
59811,1.98E-06
59812,1.98E-06
59813,1.98E-06
59818,1.98E-06
59819,1.98E-06
59820,1.98E-06
59823,1.98E-06
59824,1.98E-06
59825,1.98E-06
59827,1.98E-06
59829,1.98E-06
59830,1.98E-06
59832,1.98E-06
59834,1.98E-06
59835,1.98E-06
59836,1.98E-06
59845,1.98E-06
59846,1.98E-06
59847,1.98E-06
59849,1.98E-06
59851,1.98E-06
59855,1.98E-06
59856,1.98E-06
59857,1.98E-06
59859,1.98E-06
59860,1.98E-06
59870,1.98E-06
59872,1.98E-06
59874,1.98E-06
59876,1.98E-06
59882,1.98E-06
59883,1.98E-06
59885,1.98E-06
59891,1.98E-06
59892,1.98E-06
59895,1.98E-06
59896,1.98E-06
59898,1.98E-06
59899,1.98E-06
59913,1.98E-06
59919,1.98E-06
59922,1.98E-06
59924,1.98E-06
59925,1.98E-06
59926,1.98E-06
59934,1.98E-06
59935,1.98E-06
59936,1.98E-06
59937,1.98E-06
59938,1.98E-06
59943,1.98E-06
59945,1.98E-06
59946,1.98E-06
59947,1.98E-06
59950,1.98E-06
59952,1.98E-06
59953,1.98E-06
59954,1.98E-06
59955,1.98E-06
59959,1.98E-06
59960,1.98E-06
59961,1.98E-06
59962,1.98E-06
59963,1.98E-06
59964,1.98E-06
59965,1.98E-06
59968,1.98E-06
59971,1.98E-06
59972,1.98E-06
59986,1.98E-06
59987,1.98E-06
59988,1.98E-06
59990,1.98E-06
59991,1.98E-06
59993,1.98E-06
59999,1.98E-06
60001,1.98E-06
60002,1.98E-06
60003,1.98E-06
60005,1.98E-06
60008,1.98E-06
60009,1.98E-06
60010,1.98E-06
60014,1.98E-06
60015,1.98E-06
60020,1.98E-06
60025,1.98E-06
60026,1.98E-06
60033,1.98E-06
60034,1.98E-06
60035,1.98E-06
60036,1.98E-06
60037,1.98E-06
60038,1.98E-06
60039,1.98E-06
60040,1.98E-06
60041,1.98E-06
60042,1.98E-06
60043,1.98E-06
60045,1.98E-06
60047,1.98E-06
60056,1.98E-06
60057,1.98E-06
60058,1.98E-06
60059,1.98E-06
60060,1.98E-06
60064,1.98E-06
60076,1.98E-06
60077,1.98E-06
60082,1.98E-06
60083,1.98E-06
60084,1.98E-06
60085,1.98E-06
60086,1.98E-06
60088,1.98E-06
60089,1.98E-06
60094,1.98E-06
60095,1.98E-06
60097,1.98E-06
60101,1.98E-06
60102,1.98E-06
60105,1.98E-06
60115,1.98E-06
60116,1.98E-06
60117,1.98E-06
60119,1.98E-06
60120,1.98E-06
60121,1.98E-06
60122,1.98E-06
60123,1.98E-06
60124,1.98E-06
60129,1.98E-06
60130,1.98E-06
60132,1.98E-06
60133,1.98E-06
60137,1.98E-06
60140,1.98E-06
60141,1.98E-06
60142,1.98E-06
60143,1.98E-06
60144,1.98E-06
60145,1.98E-06
60151,1.98E-06
60153,1.98E-06
60157,1.98E-06
60163,1.98E-06
60165,1.98E-06
60167,1.98E-06
60169,1.98E-06
60170,1.98E-06
60176,1.98E-06
60177,1.98E-06
60178,1.98E-06
60188,1.98E-06
60189,1.98E-06
60198,1.98E-06
60200,1.98E-06
60201,1.98E-06
60206,1.98E-06
60208,1.98E-06
60211,1.98E-06
60212,1.98E-06
60213,1.98E-06
60214,1.98E-06
60215,1.98E-06
60218,1.98E-06
60225,1.98E-06
60226,1.98E-06
60227,1.98E-06
60228,1.98E-06
60246,1.98E-06
60247,1.98E-06
60253,1.98E-06
60254,1.98E-06
60257,1.98E-06
60258,1.98E-06
60259,1.98E-06
60260,1.98E-06
60267,1.98E-06
60268,1.98E-06
60269,1.98E-06
60270,1.98E-06
60274,1.98E-06
60275,1.98E-06
60276,1.98E-06
60277,1.98E-06
60278,1.98E-06
60282,1.98E-06
60291,1.98E-06
60292,1.98E-06
60293,1.98E-06
60294,1.98E-06
60295,1.98E-06
60297,1.98E-06
60302,1.98E-06
60305,1.98E-06
60314,1.98E-06
60315,1.98E-06
60316,1.98E-06
60317,1.98E-06
60318,1.98E-06
60319,1.98E-06
60320,1.98E-06
60322,1.98E-06
60325,1.98E-06
60326,1.98E-06
60331,1.98E-06
60336,1.98E-06
60337,1.98E-06
60341,1.98E-06
60344,1.98E-06
60349,1.98E-06
60350,1.98E-06
60360,1.98E-06
60361,1.98E-06
60362,1.98E-06
60374,1.98E-06
60376,1.98E-06
60377,1.98E-06
60382,1.98E-06
60383,1.98E-06
60384,1.98E-06
60385,1.98E-06
60386,1.98E-06
60387,1.98E-06
60389,1.98E-06
60390,1.98E-06
60391,1.98E-06
60392,1.98E-06
60393,1.98E-06
60394,1.98E-06
60396,1.98E-06
60397,1.98E-06
60398,1.98E-06
60399,1.98E-06
60400,1.98E-06
60401,1.98E-06
60402,1.98E-06
60403,1.98E-06
60404,1.98E-06
60405,1.98E-06
60406,1.98E-06
60407,1.98E-06
60408,1.98E-06
60410,1.98E-06
60411,1.98E-06
60415,1.98E-06
60417,1.98E-06
60418,1.98E-06
60429,1.98E-06
60430,1.98E-06
60431,1.98E-06
60432,1.98E-06
60433,1.98E-06
60434,1.98E-06
60435,1.98E-06
60436,1.98E-06
60439,1.98E-06
60443,1.98E-06
60447,1.98E-06
60449,1.98E-06
60453,1.98E-06
60455,1.98E-06
60456,1.98E-06
60457,1.98E-06
60469,1.98E-06
60471,1.98E-06
60472,1.98E-06
60473,1.98E-06
60474,1.98E-06
60475,1.98E-06
60476,1.98E-06
60481,1.98E-06
60483,1.98E-06
60486,1.98E-06
60487,1.98E-06
60490,1.98E-06
60491,1.98E-06
60492,1.98E-06
60493,1.98E-06
60494,1.98E-06
60496,1.98E-06
60497,1.98E-06
60500,1.98E-06
60504,1.98E-06
60505,1.98E-06
60506,1.98E-06
60514,1.98E-06
60517,1.98E-06
60525,1.98E-06
60528,1.98E-06
60529,1.98E-06
60532,1.98E-06
60537,1.98E-06
60542,1.98E-06
60544,1.98E-06
60552,1.98E-06
60554,1.98E-06
60555,1.98E-06
60556,1.98E-06
60557,1.98E-06
60558,1.98E-06
60560,1.98E-06
60566,1.98E-06
60568,1.98E-06
60569,1.98E-06
60572,1.98E-06
60573,1.98E-06
60574,1.98E-06
60575,1.98E-06
60580,1.98E-06
60582,1.98E-06
60583,1.98E-06
60588,1.98E-06
60594,1.98E-06
60601,1.98E-06
60602,1.98E-06
60605,1.98E-06
60608,1.98E-06
60613,1.98E-06
60621,1.98E-06
60622,1.98E-06
60624,1.98E-06
60627,1.98E-06
60628,1.98E-06
60629,1.98E-06
60630,1.98E-06
60631,1.98E-06
60633,1.98E-06
60636,1.98E-06
60644,1.98E-06
60646,1.98E-06
60647,1.98E-06
60648,1.98E-06
60649,1.98E-06
60650,1.98E-06
60652,1.98E-06
60653,1.98E-06
60655,1.98E-06
60656,1.98E-06
60657,1.98E-06
60659,1.98E-06
60660,1.98E-06
60661,1.98E-06
60670,1.98E-06
60671,1.98E-06
60673,1.98E-06
60675,1.98E-06
60682,1.98E-06
60684,1.98E-06
60686,1.98E-06
60696,1.98E-06
60700,1.98E-06
60701,1.98E-06
60702,1.98E-06
60713,1.98E-06
60714,1.98E-06
60715,1.98E-06
60716,1.98E-06
60717,1.98E-06
60718,1.98E-06
60720,1.98E-06
60724,1.98E-06
60725,1.98E-06
60726,1.98E-06
60729,1.98E-06
60730,1.98E-06
60731,1.98E-06
60732,1.98E-06
60733,1.98E-06
60734,1.98E-06
60735,1.98E-06
60736,1.98E-06
60737,1.98E-06
60738,1.98E-06
60739,1.98E-06
60740,1.98E-06
60741,1.98E-06
60742,1.98E-06
60743,1.98E-06
60746,1.98E-06
60752,1.98E-06
60753,1.98E-06
60754,1.98E-06
60760,1.98E-06
60761,1.98E-06
60765,1.98E-06
60770,1.98E-06
60773,1.98E-06
60775,1.98E-06
60778,1.98E-06
60780,1.98E-06
60781,1.98E-06
60786,1.98E-06
60787,1.98E-06
60788,1.98E-06
60789,1.98E-06
60794,1.98E-06
60797,1.98E-06
60801,1.98E-06
60802,1.98E-06
60809,1.98E-06
60811,1.98E-06
60812,1.98E-06
60813,1.98E-06
60816,1.98E-06
60817,1.98E-06
60818,1.98E-06
60819,1.98E-06
60820,1.98E-06
60821,1.98E-06
60822,1.98E-06
60826,1.98E-06
60831,1.98E-06
60832,1.98E-06
60833,1.98E-06
60834,1.98E-06
60836,1.98E-06
60841,1.98E-06
60849,1.98E-06
60850,1.98E-06
60858,1.98E-06
60859,1.98E-06
60862,1.98E-06
60865,1.98E-06
60870,1.98E-06
60871,1.98E-06
60877,1.98E-06
60887,1.98E-06
60889,1.98E-06
60890,1.98E-06
60891,1.98E-06
60897,1.98E-06
60900,1.98E-06
60906,1.98E-06
60907,1.98E-06
60908,1.98E-06
60910,1.98E-06
60913,1.98E-06
60921,1.98E-06
60923,1.98E-06
60924,1.98E-06
60939,1.98E-06
60940,1.98E-06
60941,1.98E-06
60942,1.98E-06
60943,1.98E-06
60944,1.98E-06
60947,1.98E-06
60948,1.98E-06
60951,1.98E-06
60952,1.98E-06
60953,1.98E-06
60956,1.98E-06
60957,1.98E-06
60961,1.98E-06
60962,1.98E-06
60963,1.98E-06
60965,1.98E-06
60966,1.98E-06
60967,1.98E-06
60968,1.98E-06
60971,1.98E-06
60973,1.98E-06
60975,1.98E-06
60981,1.98E-06
60984,1.98E-06
60994,1.98E-06
60996,1.98E-06
61000,1.98E-06
61002,1.98E-06
61005,1.98E-06
61006,1.98E-06
61007,1.98E-06
61008,1.98E-06
61011,1.98E-06
61014,1.98E-06
61016,1.98E-06
61017,1.98E-06
61018,1.98E-06
61019,1.98E-06
61021,1.98E-06
61022,1.98E-06
61033,1.98E-06
61034,1.98E-06
61035,1.98E-06
61036,1.98E-06
61037,1.98E-06
61038,1.98E-06
61040,1.98E-06
61041,1.98E-06
61042,1.98E-06
61045,1.98E-06
61047,1.98E-06
61048,1.98E-06
61053,1.98E-06
61054,1.98E-06
61058,1.98E-06
61059,1.98E-06
61061,1.98E-06
61062,1.98E-06
61063,1.98E-06
61064,1.98E-06
61065,1.98E-06
61066,1.98E-06
61067,1.98E-06
61068,1.98E-06
61071,1.98E-06
61072,1.98E-06
61076,1.98E-06
61082,1.98E-06
61086,1.98E-06
61087,1.98E-06
61088,1.98E-06
61090,1.98E-06
61093,1.98E-06
61097,1.98E-06
61098,1.98E-06
61099,1.98E-06
61101,1.98E-06
61102,1.98E-06
61104,1.98E-06
61105,1.98E-06
61106,1.98E-06
61107,1.98E-06
61111,1.98E-06
61114,1.98E-06
61115,1.98E-06
61121,1.98E-06
61122,1.98E-06
61137,1.98E-06
61139,1.98E-06
61142,1.98E-06
61145,1.98E-06
61146,1.98E-06
61149,1.98E-06
61150,1.98E-06
61151,1.98E-06
61152,1.98E-06
61153,1.98E-06
61154,1.98E-06
61155,1.98E-06
61164,1.98E-06
61165,1.98E-06
61167,1.98E-06
61169,1.98E-06
61170,1.98E-06
61171,1.98E-06
61174,1.98E-06
61176,1.98E-06
61177,1.98E-06
61190,1.98E-06
61191,1.98E-06
61192,1.98E-06
61198,1.98E-06
61207,1.98E-06
61208,1.98E-06
61210,1.98E-06
61211,1.98E-06
61214,1.98E-06
61215,1.98E-06
61216,1.98E-06
61217,1.98E-06
61224,1.98E-06
61226,1.98E-06
61232,1.98E-06
61233,1.98E-06
61235,1.98E-06
61239,1.98E-06
61240,1.98E-06
61242,1.98E-06
61243,1.98E-06
61250,1.98E-06
61251,1.98E-06
61252,1.98E-06
61253,1.98E-06
61254,1.98E-06
61256,1.98E-06
61262,1.98E-06
61263,1.98E-06
61265,1.98E-06
61267,1.98E-06
61269,1.98E-06
61270,1.98E-06
61271,1.98E-06
61273,1.98E-06
61275,1.98E-06
61277,1.98E-06
61278,1.98E-06
61281,1.98E-06
61282,1.98E-06
61283,1.98E-06
61284,1.98E-06
61285,1.98E-06
61286,1.98E-06
61292,1.98E-06
61293,1.98E-06
61295,1.98E-06
61296,1.98E-06
61297,1.98E-06
61298,1.98E-06
61299,1.98E-06
61300,1.98E-06
61304,1.98E-06
61305,1.98E-06
61307,1.98E-06
61309,1.98E-06
61310,1.98E-06
61313,1.98E-06
61315,1.98E-06
61316,1.98E-06
61318,1.98E-06
61319,1.98E-06
61321,1.98E-06
61323,1.98E-06
61324,1.98E-06
61325,1.98E-06
61327,1.98E-06
61328,1.98E-06
61329,1.98E-06
61333,1.98E-06
61338,1.98E-06
61343,1.98E-06
61345,1.98E-06
61350,1.98E-06
61355,1.98E-06
61358,1.98E-06
61359,1.98E-06
61361,1.98E-06
61362,1.98E-06
61363,1.98E-06
61364,1.98E-06
61369,1.98E-06
61370,1.98E-06
61371,1.98E-06
61372,1.98E-06
61373,1.98E-06
61374,1.98E-06
61380,1.98E-06
61387,1.98E-06
61389,1.98E-06
61392,1.98E-06
61394,1.98E-06
61395,1.98E-06
61398,1.98E-06
61399,1.98E-06
61400,1.98E-06
61401,1.98E-06
61402,1.98E-06
61403,1.98E-06
61404,1.98E-06
61405,1.98E-06
61406,1.98E-06
61410,1.98E-06
61412,1.98E-06
61413,1.98E-06
61414,1.98E-06
61416,1.98E-06
61418,1.98E-06
61419,1.98E-06
61420,1.98E-06
61430,1.98E-06
61431,1.98E-06
61433,1.98E-06
61434,1.98E-06
61435,1.98E-06
61436,1.98E-06
61437,1.98E-06
61438,1.98E-06
61439,1.98E-06
61440,1.98E-06
61441,1.98E-06
61444,1.98E-06
61446,1.98E-06
61448,1.98E-06
61464,1.98E-06
61466,1.98E-06
61467,1.98E-06
61471,1.98E-06
61472,1.98E-06
61476,1.98E-06
61479,1.98E-06
61485,1.98E-06
61486,1.98E-06
61487,1.98E-06
61488,1.98E-06
61491,1.98E-06
61497,1.98E-06
61500,1.98E-06
61501,1.98E-06
61509,1.98E-06
61510,1.98E-06
61514,1.98E-06
61515,1.98E-06
61519,1.98E-06
61523,1.98E-06
61525,1.98E-06
61526,1.98E-06
61528,1.98E-06
61532,1.98E-06
61539,1.98E-06
61540,1.98E-06
61541,1.98E-06
61542,1.98E-06
61543,1.98E-06
61551,1.98E-06
61552,1.98E-06
61553,1.98E-06
61565,1.98E-06
61570,1.98E-06
61574,1.98E-06
61577,1.98E-06
61582,1.98E-06
61584,1.98E-06
61585,1.98E-06
61592,1.98E-06
61596,1.98E-06
61600,1.98E-06
61603,1.98E-06
61605,1.98E-06
61613,1.98E-06
61617,1.98E-06
61618,1.98E-06
61621,1.98E-06
61623,1.98E-06
61626,1.98E-06
61627,1.98E-06
61632,1.98E-06
61633,1.98E-06
61639,1.98E-06
61641,1.98E-06
61642,1.98E-06
61651,1.98E-06
61652,1.98E-06
61653,1.98E-06
61654,1.98E-06
61655,1.98E-06
61660,1.98E-06
61661,1.98E-06
61662,1.98E-06
61664,1.98E-06
61665,1.98E-06
61666,1.98E-06
61667,1.98E-06
61668,1.98E-06
61669,1.98E-06
61672,1.98E-06
61673,1.98E-06
61674,1.98E-06
61675,1.98E-06
61676,1.98E-06
61687,1.98E-06
61689,1.98E-06
61696,1.98E-06
61698,1.98E-06
61699,1.98E-06
61700,1.98E-06
61704,1.98E-06
61708,1.98E-06
61710,1.98E-06
61711,1.98E-06
61712,1.98E-06
61714,1.98E-06
61715,1.98E-06
61721,1.98E-06
61722,1.98E-06
61723,1.98E-06
61724,1.98E-06
61733,1.98E-06
61734,1.98E-06
61736,1.98E-06
61737,1.98E-06
61740,1.98E-06
61744,1.98E-06
61745,1.98E-06
61746,1.98E-06
61747,1.98E-06
61754,1.98E-06
61755,1.98E-06
61758,1.98E-06
61759,1.98E-06
61763,1.98E-06
61768,1.98E-06
61769,1.98E-06
61770,1.98E-06
61774,1.98E-06
61775,1.98E-06
61779,1.98E-06
61811,1.98E-06
61812,1.98E-06
61815,1.98E-06
61816,1.98E-06
61817,1.98E-06
61818,1.98E-06
61819,1.98E-06
61820,1.98E-06
61821,1.98E-06
61822,1.98E-06
61823,1.98E-06
61828,1.98E-06
61830,1.98E-06
61833,1.98E-06
61837,1.98E-06
61838,1.98E-06
61842,1.98E-06
61845,1.98E-06
61846,1.98E-06
61847,1.98E-06
61848,1.98E-06
61849,1.98E-06
61862,1.98E-06
61865,1.98E-06
61873,1.98E-06
61880,1.98E-06
61881,1.98E-06
61883,1.98E-06
61884,1.98E-06
61886,1.98E-06
61888,1.98E-06
61891,1.98E-06
61893,1.98E-06
61895,1.98E-06
61896,1.98E-06
61899,1.98E-06
61902,1.98E-06
61903,1.98E-06
61915,1.98E-06
61917,1.98E-06
61918,1.98E-06
61919,1.98E-06
61922,1.98E-06
61925,1.98E-06
61927,1.98E-06
61928,1.98E-06
61929,1.98E-06
61935,1.98E-06
61936,1.98E-06
61938,1.98E-06
61939,1.98E-06
61946,1.98E-06
61950,1.98E-06
61953,1.98E-06
61959,1.98E-06
61961,1.98E-06
61965,1.98E-06
61966,1.98E-06
61967,1.98E-06
61968,1.98E-06
61975,1.98E-06
61982,1.98E-06
61983,1.98E-06
61987,1.98E-06
61988,1.98E-06
61990,1.98E-06
61992,1.98E-06
61993,1.98E-06
61994,1.98E-06
61996,1.98E-06
61999,1.98E-06
62000,1.98E-06
62001,1.98E-06
62002,1.98E-06
62005,1.98E-06
62007,1.98E-06
62010,1.98E-06
62017,1.98E-06
62018,1.98E-06
62021,1.98E-06
62025,1.98E-06
62026,1.98E-06
62034,1.98E-06
62036,1.98E-06
62037,1.98E-06
62038,1.98E-06
62051,1.98E-06
62052,1.98E-06
62053,1.98E-06
62055,1.98E-06
62065,1.98E-06
62070,1.98E-06
62071,1.98E-06
62081,1.98E-06
62083,1.98E-06
62084,1.98E-06
62085,1.98E-06
62087,1.98E-06
62088,1.98E-06
62089,1.98E-06
62090,1.98E-06
62091,1.98E-06
62096,1.98E-06
62097,1.98E-06
62098,1.98E-06
62099,1.98E-06
62100,1.98E-06
62104,1.98E-06
62106,1.98E-06
62109,1.98E-06
62110,1.98E-06
62112,1.98E-06
62113,1.98E-06
62115,1.98E-06
62116,1.98E-06
62118,1.98E-06
62120,1.98E-06
62122,1.98E-06
62125,1.98E-06
62126,1.98E-06
62129,1.98E-06
62131,1.98E-06
62137,1.98E-06
62138,1.98E-06
62139,1.98E-06
62143,1.98E-06
62144,1.98E-06
62145,1.98E-06
62146,1.98E-06
62147,1.98E-06
62152,1.98E-06
62156,1.98E-06
62157,1.98E-06
62165,1.98E-06
62166,1.98E-06
62169,1.98E-06
62170,1.98E-06
62172,1.98E-06
62174,1.98E-06
62175,1.98E-06
62176,1.98E-06
62182,1.98E-06
62183,1.98E-06
62185,1.98E-06
62190,1.98E-06
62191,1.98E-06
62200,1.98E-06
62202,1.98E-06
62203,1.98E-06
62204,1.98E-06
62205,1.98E-06
62206,1.98E-06
62207,1.98E-06
62208,1.98E-06
62209,1.98E-06
62210,1.98E-06
62216,1.98E-06
62219,1.98E-06
62220,1.98E-06
62221,1.98E-06
62224,1.98E-06
62225,1.98E-06
62227,1.98E-06
62229,1.98E-06
62230,1.98E-06
62231,1.98E-06
62236,1.98E-06
62242,1.98E-06
62244,1.98E-06
62245,1.98E-06
62247,1.98E-06
62249,1.98E-06
62256,1.98E-06
62257,1.98E-06
62267,1.98E-06
62271,1.98E-06
62276,1.98E-06
62280,1.98E-06
62281,1.98E-06
62284,1.98E-06
62285,1.98E-06
62286,1.98E-06
62297,1.98E-06
62302,1.98E-06
62307,1.98E-06
62310,1.98E-06
62311,1.98E-06
62315,1.98E-06
62317,1.98E-06
62318,1.98E-06
62319,1.98E-06
62320,1.98E-06
62321,1.98E-06
62326,1.98E-06
62327,1.98E-06
62328,1.98E-06
62331,1.98E-06
62349,1.98E-06
62356,1.98E-06
62361,1.98E-06
62364,1.98E-06
62365,1.98E-06
62367,1.98E-06
62368,1.98E-06
62375,1.98E-06
62387,1.98E-06
62388,1.98E-06
62394,1.98E-06
62397,1.98E-06
62401,1.98E-06
62406,1.98E-06
62407,1.98E-06
62411,1.98E-06
62419,1.98E-06
62422,1.98E-06
62423,1.98E-06
62426,1.98E-06
62429,1.98E-06
62432,1.98E-06
62433,1.98E-06
62434,1.98E-06
62436,1.98E-06
62438,1.98E-06
62440,1.98E-06
62441,1.98E-06
62442,1.98E-06
62443,1.98E-06
62444,1.98E-06
62447,1.98E-06
62449,1.98E-06
62450,1.98E-06
62451,1.98E-06
62452,1.98E-06
62453,1.98E-06
62455,1.98E-06
62457,1.98E-06
62468,1.98E-06
62469,1.98E-06
62470,1.98E-06
62471,1.98E-06
62484,1.98E-06
62485,1.98E-06
62487,1.98E-06
62490,1.98E-06
62491,1.98E-06
62492,1.98E-06
62499,1.98E-06
62500,1.98E-06
62503,1.98E-06
62505,1.98E-06
62506,1.98E-06
62509,1.98E-06
62512,1.98E-06
62516,1.98E-06
62517,1.98E-06
62520,1.98E-06
62521,1.98E-06
62526,1.98E-06
62529,1.98E-06
62530,1.98E-06
62532,1.98E-06
62533,1.98E-06
62536,1.98E-06
62537,1.98E-06
62538,1.98E-06
62539,1.98E-06
62541,1.98E-06
62544,1.98E-06
62545,1.98E-06
62546,1.98E-06
62550,1.98E-06
62551,1.98E-06
62552,1.98E-06
62553,1.98E-06
62558,1.98E-06
62560,1.98E-06
62564,1.98E-06
62565,1.98E-06
62566,1.98E-06
62567,1.98E-06
62573,1.98E-06
62577,1.98E-06
62578,1.98E-06
62590,1.98E-06
62592,1.98E-06
62598,1.98E-06
62603,1.98E-06
62607,1.98E-06
62609,1.98E-06
62611,1.98E-06
62612,1.98E-06
62613,1.98E-06
62623,1.98E-06
62624,1.98E-06
62625,1.98E-06
62626,1.98E-06
62629,1.98E-06
62630,1.98E-06
62653,1.98E-06
62660,1.98E-06
62661,1.98E-06
62662,1.98E-06
62663,1.98E-06
62664,1.98E-06
62665,1.98E-06
62666,1.98E-06
62668,1.98E-06
62669,1.98E-06
62673,1.98E-06
62674,1.98E-06
62675,1.98E-06
62676,1.98E-06
62678,1.98E-06
62679,1.98E-06
62680,1.98E-06
62682,1.98E-06
62683,1.98E-06
62684,1.98E-06
62685,1.98E-06
62687,1.98E-06
62688,1.98E-06
62693,1.98E-06
62694,1.98E-06
62695,1.98E-06
62696,1.98E-06
62697,1.98E-06
62698,1.98E-06
62699,1.98E-06
62703,1.98E-06
62704,1.98E-06
62708,1.98E-06
62710,1.98E-06
62711,1.98E-06
62712,1.98E-06
62713,1.98E-06
62716,1.98E-06
62717,1.98E-06
62720,1.98E-06
62721,1.98E-06
62724,1.98E-06
62732,1.98E-06
62739,1.98E-06
62740,1.98E-06
62741,1.98E-06
62742,1.98E-06
62744,1.98E-06
62747,1.98E-06
62748,1.98E-06
62749,1.98E-06
62750,1.98E-06
62753,1.98E-06
62761,1.98E-06
62762,1.98E-06
62763,1.98E-06
62765,1.98E-06
62766,1.98E-06
62767,1.98E-06
62768,1.98E-06
62769,1.98E-06
62770,1.98E-06
62771,1.98E-06
62772,1.98E-06
62773,1.98E-06
62780,1.98E-06
62781,1.98E-06
62782,1.98E-06
62785,1.98E-06
62787,1.98E-06
62788,1.98E-06
62790,1.98E-06
62796,1.98E-06
62797,1.98E-06
62803,1.98E-06
62810,1.98E-06
62811,1.98E-06
62813,1.98E-06
62814,1.98E-06
62815,1.98E-06
62816,1.98E-06
62819,1.98E-06
62820,1.98E-06
62821,1.98E-06
62827,1.98E-06
62828,1.98E-06
62831,1.98E-06
62832,1.98E-06
62833,1.98E-06
62834,1.98E-06
62836,1.98E-06
62840,1.98E-06
62843,1.98E-06
62844,1.98E-06
62847,1.98E-06
62848,1.98E-06
62849,1.98E-06
62850,1.98E-06
